SEMESTER,SUBJECT,CATALOGNUMBER,LOCATION,ENROLMENTCAPACITY,ENROLMENTTOTAL,INSTRUCTORS,COMPONENTCODE
1047,CMNS,326,BURNABY,25,12,"David Murphy, Stephen Kline",SEM
1067,KIN,311,BURNABY,54,49,Amandio Vieira,LEC
1117,CMPT,125,BURNABY,25,0,(null),LAB
1151,CMPT,894,BURNABY,0,2,. Faculty,SEC
1004,CMPT,275,BURNABY,9999,0,(null),CNV
1057,REM,649,HRBRCNTR,20,11,Peter Williams,SEM
1094,ENSC,224,BURNABY,75,0,(null),LEC
1057,CMPT,308,BURNABY,20,14,Andrei Bulatov,LEC
1147,MSE,898,OFF,10,1,(null),SEC
1044,CMPT,307,BURNABY,65,28,Bradley Bart,LEC
1031,CMNS,221,HRBRCNTR,18,14,(null),TUT
1061,KIN,110,HRBRCNTR,17,17,(null),TUT
1071,ENSC,427,BURNABY,50,27,R Hardy,LEC
1041,KIN,110,BURNABY,16,16,(null),TUT
1157,ENSC,894,BURNABY,5,5,Glenn Chapman,LAB
1031,TECH,157,SURREY,28,28,(null),INS
1004,KIN,461,BURNABY,9999,0,(null),CNV
1047,CMNS,334,BURNABY,0,0,(null),LEC
1091,CMPT,897,BURNABY,40,10,(null),SEC
1147,ENSC,201,BURNABY,138,132,John Jones,TUT
1091,IAT,100,SURREY,24,24,Jack Stockholm III,STL
1014,KIN,835,BURNABY,9999,0,(null),CNV
1037,ITEC,251,SURREY,0,0,(null),OPL
1081,CMNS,260,BURNABY,18,17,(null),TUT
1067,CMNS,363,BURNABY,0,0,(null),OPL
1041,ENSC,888,BURNABY,25,0,(null),LEC
1051,IAT,101,SURREY,24,15,Cynthia Poremba,INS
1084,KIN,142,BURNABY,18,16,(null),LAB
1011,CMPT,218,BURNABY,9999,0,(null),CNV
1054,KIN,367,BURNABY,20,18,(null),LAB
1027,CMPT,301,BURNABY,60,51,(null),LEC
1127,CMPT,426,METRO,28,29,"Cristina Eftenaru, Harriet Chicoine",SEC
1031,WKTM,300,SURREY,150,0,Navinder Chima,SEC
1117,CMPT,475,BURNABY,35,29,Uwe Glaesser,LEC
1067,ENSC,898,BURNABY,75,55,. Faculty,SEC
1024,CMPT,401,BURNABY,0,0,(null),LEC
1097,DDP,310,OFF,10,8,(null),SEC
1014,TECH,110,BURNABY,9999,0,(null),CNV
1071,MACM,101,SURREY,100,38,". Tbd, Antonia Kolokolova",LEC
1074,CMNS,253W,BURNABY,12,13,(null),LAB
1014,CMPT,401,BURNABY,9999,0,(null),CNV
1007,CMPT,275,BURNABY,9999,0,(null),CNV
1047,CMPT,885,BURNABY,10,0,(null),LEC
1067,CMPT,250,BURNABY,28,20,(null),LAB
1134,MSE,493,OFF,20,4,(null),SEC
1037,IART,218,SURREY,30,29,Susan Clements-Vivian,INS
1034,CMNS,428,BURNABY,20,9,(null),OPL
1131,ENSC,820,BURNABY,30,10,James Brosseau,SEC
1131,ENSC,461,SURREY,30,0,(null),LEC
1131,ENSC,374,BURNABY,28,0,(null),TUT
1117,CMPT,128,SURREY,19,19,John Edgar,LAB
1137,MSE,250,SURREY,36,0,Ahmad Rad,LAB
1027,KIN,810,BURNABY,5,1,(null),SEC
1081,TECH,114,SURREY,48,23,Joshua Tanenbaum,LAB
1021,REM,100,BURNABY,18,18,(null),TUT
1004,CMNS,431,BURNABY,9999,0,(null),CNV
1051,CMNS,453,HRBRCNTR,0,0,(null),SEM
1037,IART,404,SURREY,24,19,Jim Bizzocchi,STL
1147,ENSC,327,BURNABY,100,82,Jie Liang,TUT
1024,CMNS,487,BURNABY,30,10,Robert Hackett,SEM
1027,TECH,156,SURREY,0,0,(null),OPL
1037,CMNS,880,BURNABY,15,3,(null),SEC
1021,IART,211,SURREY,999,0,(null),OLC
1041,CMNS,474,HRBRCNTR,30,42,Craig Riggs,SEM
1004,CMNS,260,BURNABY,9999,0,(null),CNV
1141,CMPT,275,BURNABY,84,85,Janice Regan,LEC
1157,ENSC,896,OFF,10,0,(null),SEC
1144,CMPT,110,BURNABY,75,72,Anthony Dixon,SEC
1137,MSE,801,SURREY,25,0,Maureen Hindy,LEC
1051,ENSC,499,BURNABY,35,10,. Faculty,SEC
1037,ITEC,276,SURREY,0,0,(null),WKS
1041,IART,417,SURREY,48,18,"Stephen Dipaola, Teresa Chanyungco, Thomas Calvert",INS
1031,IART,608,SURREY,25,11,Ronald Wakkary,INS
1041,KIN,453,BURNABY,5,0,Darleen Bemister,SEC
1027,MTEC,312,SURREY,48,24,Dianne Cyr,INS
1027,TECH,120,SURREY,28,28,(null),INS
1021,REM,100,BURNABY,18,18,(null),TUT
1124,CMPT,477,BURNABY,25,0,(null),LEC
1001,REM,690,BURNABY,9999,0,(null),CNV
1087,WKTM,200,OFF,10,8,"Frances McLafferty, Navinder Chima",SEC
1091,KIN,140,BURNABY,120,118,". Tbd, Penelope Deck",SEC
1031,CMNS,221,HRBRCNTR,18,17,(null),TUT
1037,INTD,601,SURREY,48,30,John Bowes,INS
1021,TECH,122,SURREY,999,0,(null),INS
1071,KIN,303,BURNABY,21,21,(null),LAB
1031,TECH,122,SURREY,999,0,Susan Clements-Vivian,WKS
1004,ITEC,611,BURNABY,9999,0,(null),CNV
1007,CMPT,830,BURNABY,9999,0,(null),CNV
1001,ENSC,402,BURNABY,9999,0,(null),CNV
1041,ENSC,330,BURNABY,75,0,(null),LEC
1037,REM,412,BURNABY,18,0,(null),LAB
1024,CMNS,353,HRBRCNTR,15,15,(null),TUT
1037,CMNS,220,BURNABY,16,10,(null),TUT
1007,ETEC,600,BURNABY,9999,0,(null),CNV
1027,CMNS,362,HRBRCNTR,15,15,(null),TUT
1037,CMNS,253,BURNABY,0,0,Richard Smith,LEC
1004,CMPT,417,BURNABY,9999,0,(null),CNV
1017,TECH,119,BURNABY,9999,0,(null),CNV
1014,CMPT,409,BURNABY,9999,0,(null),CNV
1067,IAT,394,SURREY,15,0,(null),INS
1007,KIN,452,BURNABY,9999,0,(null),CNV
1071,CMPT,725,BURNABY,10,4,Veronica Dahl,LEC
1001,REM,670,BURNABY,9999,0,(null),CNV
1067,CMNS,220,HRBRCNTR,105,86,Sharla Sava,LEC
1031,ENSC,330,BURNABY,75,66,Andrew Rawicz,LEC
1021,IART,605,SURREY,999,0,(null),INS
1067,CMPT,770,BURNABY,30,7,Daniel Weiskopf,LEC
1011,CMPT,301,BURNABY,9999,0,(null),CNV
1017,REM,690,BURNABY,9999,0,(null),CNV
1067,CMNS,261,BURNABY,17,17,(null),TUT
1001,TECH,104,BURNABY,9999,0,(null),CNV
1097,CMPT,477,SURREY,12,0,(null),LEC
1097,ENSC,896,BURNABY,50,3,. Faculty,SEC
1057,CMPT,150,SURREY,25,15,(null),TUT
1041,ITEC,410,SURREY,24,0,"Teresa Chanyungco, Thomas Calvert",INS
1047,MACM,101,SURREY,24,12,(null),TUT
1141,MSE,490,SURREY,40,27,Ahmad Rad,SEM
1141,MSE,490,SURREY,40,27,(null),TUT
1141,ENSC,196,BURNABY,20,5,Harriet Chicoine,SEC
1037,IART,218,SURREY,30,4,(null),STL
1127,CMPT,225,SURREY,0,0,(null),LAB
1027,CMNS,230,BURNABY,108,100,Roman Onufrijchuk,LEC
1021,ENSC,380,BURNABY,5,2,(null),LEC
1027,TECH,156,SURREY,0,0,(null),OPL
1027,IART,315,SURREY,24,22,Kenneth Newby,INS
1027,ITEC,242,SURREY,0,0,(null),OPL
1027,ITEC,242,SURREY,0,0,(null),OPL
1004,CMNS,334,BURNABY,9999,0,(null),CNV
1004,KIN,444,BURNABY,9999,0,(null),CNV
1031,IART,244,SURREY,0,0,Kenneth Newby,OPL
1017,ENSC,489,BURNABY,9999,0,(null),CNV
1017,TECH,106,BURNABY,9999,0,(null),CNV
1051,CMNS,240,BURNABY,18,21,(null),TUT
1011,CMNS,347,BURNABY,9999,0,(null),CNV
1017,CMNS,326,BURNABY,9999,0,(null),CNV
1051,CMNS,130,BURNABY,18,16,(null),TUT
1037,ENSC,815,BURNABY,0,0,Shawn Stapleton,LEC
1017,IART,326,BURNABY,9999,0,(null),CNV
1021,IART,219,SURREY,999,0,(null),INS
1021,CMNS,261,BURNABY,18,17,(null),TUT
1021,TECH,138,SURREY,50,0,(null),STL
1007,CMNS,851,BURNABY,9999,0,(null),CNV
1021,TECH,121,SURREY,999,0,(null),INS
1001,ITEC,609,BURNABY,9999,0,(null),CNV
1024,CMNS,342,BURNABY,13,12,(null),TUT
1027,CMPT,320,BURNABY,0,0,(null),TUT
1021,KIN,142,BURNABY,17,16,(null),LAB
1004,KIN,320,BURNABY,9999,0,(null),CNV
1064,ENSC,425,BURNABY,50,0,(null),OPL
1081,KIN,142,SURREY,15,15,(null),LAB
1057,MACM,101,SURREY,72,30,Harinder Khangura,LEC
1014,CMNS,454,BURNABY,9999,0,(null),CNV
1017,CMPT,2XX,BURNABY,100,0,(null),LEC
1004,KIN,451,BURNABY,9999,0,(null),CNV
1027,TECH,156,SURREY,0,0,(null),OPL
1037,IART,318,SURREY,48,40,Ronald Wakkary,INS
1014,CMNS,453,BURNABY,9999,0,(null),CNV
1014,CMNS,802,BURNABY,9999,0,(null),CNV
1007,ENSC,395,BURNABY,9999,0,(null),CNV
1001,CMPT,383,BURNABY,9999,0,(null),CNV
1034,CMNS,895,BURNABY,20,9,(null),SEC
1021,KIN,499,BURNABY,5,2,(null),SEC
1021,IART,221,SURREY,999,0,(null),INS
1021,CMNS,375,HRBRCNTR,16,17,(null),TUT
1027,ENSC,100,BURNABY,0,0,(null),TUT
1021,CMNS,855,HRBRCNTR,5,1,Alison Beale,SEM
1034,CMPT,250,BURNABY,20,14,(null),TUT
1031,CMPT,415,BURNABY,10,2,"Arthur Kirkpatrick, Robert Hadley",SEC
1027,CMPT,320,BURNABY,50,0,(null),LEC
1017,ITEC,320,BURNABY,9999,0,(null),CNV
1017,ITEC,242,BURNABY,9999,0,(null),CNV
1011,CMNS,480,BURNABY,9999,0,(null),CNV
1057,MACM,101,BURNABY,23,23,Diana Cukierman,LAB
1004,REM,658,BURNABY,9999,0,(null),CNV
1057,IAT,200,SURREY,144,126,"Alissa Antle, Richard Gibson",INS
1067,CMNS,262,HRBRCNTR,18,19,(null),TUT
1087,CMNS,362,HRBRCNTR,17,16,(null),TUT
1094,ENSC,296,SURREY,30,4,(null),SEC
1047,CMNS,375,HRBRCNTR,13,20,(null),TUT
1071,CMPT,165,BURNABY,25,22,(null),LAB
1061,CMPT,125,SURREY,26,23,(null),LAB
1051,ENSC,295,BURNABY,150,24,"Andrew Jenkins, Kamal Gupta, Mehrdad Saif",SEC
1071,CMPT,740,BURNABY,20,7,Wo-Shun Luk,LEC
1077,ENSC,351,BURNABY,50,39,Lesley Shannon,LEC
1107,CMPT,765,BURNABY,25,14,Ayse Ergun,LEC
1067,KIN,343,HRBRCNTR,16,9,Ryan Dill,LAB
1037,TECH,100,SURREY,51,44,Katherine Maas,INS
1044,CMNS,856,HRBRCNTR,10,0,Patricia Howard,SEM
1027,ENSC,450,BURNABY,5,2,(null),OPL
1014,MTEC,242,BURNABY,9999,0,(null),CNV
1027,TECH,156,SURREY,0,0,(null),OPL
1027,TECH,156,SURREY,0,0,(null),OPL
1147,CMPT,376W,BURNABY,90,90,Fred Popowich,LEC
1001,REM,642,BURNABY,9999,0,(null),CNV
1017,CMNS,200,BURNABY,9999,0,(null),CNV
1001,ENSC,495,BURNABY,9999,0,(null),CNV
1001,ITEC,605,BURNABY,9999,0,(null),CNV
1027,CMNS,362,HRBRCNTR,15,15,(null),TUT
1021,KIN,311,BURNABY,20,19,(null),TUT
1047,REM,100,BURNABY,18,16,(null),TUT
1017,CMNS,895,BURNABY,9999,0,(null),CNV
1017,ITEC,610,BURNABY,9999,0,(null),CNV
1014,CMPT,379,BURNABY,9999,0,(null),CNV
1017,ITEC,273,BURNABY,9999,0,(null),CNV
1017,ENSC,225,BURNABY,9999,0,(null),CNV
1017,REM,655,BURNABY,9999,0,(null),CNV
1004,CMNS,881,BURNABY,9999,0,(null),CNV
1041,ENSC,320,BURNABY,25,8,(null),TUT
1041,KIN,110,BURNABY,16,15,(null),TUT
1017,CMPT,400,BURNABY,9999,0,(null),CNV
1031,CMPT,150,BURNABY,20,1,(null),TUT
1021,CMPT,370,BURNABY,60,62,Russell Tront,LEC
1041,ENSC,320,BURNABY,25,21,(null),TUT
1051,CMNS,130,BURNABY,18,15,(null),TUT
1037,REM,100,BURNABY,1,1,(null),TUT
1037,TECH,117,SURREY,24,0,(null),STL
1074,CMPT,125,BURNABY,20,0,(null),LAB
1061,REM,100,BURNABY,18,12,(null),TUT
1074,CMNS,882,BURNABY,20,0,. Faculty,SEC
1051,KIN,383,HRBRCNTR,30,19,David Darvill,LEC
1084,CMPT,126,BURNABY,30,22,(null),LAB
1061,KIN,205,BURNABY,22,18,(null),TUT
1074,CMPT,125,BURNABY,40,0,(null),LEC
1084,CMNS,210,HRBRCNTR,18,18,(null),TUT
1047,ENSC,340,BURNABY,0,0,(null),OPL
1107,MACM,101,BURNABY,24,26,Evgenia Ternovska,LAB
1084,CMNS,899,BURNABY,70,22,. Faculty,SEC
1041,ITEC,695,SURREY,15,6,"Paraskevas Polydorou, Robert Woodbury",INS
1107,CMPT,894,BURNABY,10,7,. Faculty,SEC
1071,CMPT,225,BURNABY,25,3,(null),LAB
1091,CMPT,212,SURREY,25,24,Robert Cameron,LEC
1094,ENSC,296,OFF,10,0,(null),SEC
1087,ENSC,194,OFF,50,0,(null),SEC
1081,IAT,235,SURREY,24,23,Maia Engeli,SEM
1071,TECH,101W,SURREY,48,48,Katherine Maas,INS
1027,ENSC,101,BURNABY,20,9,Stephen Whitmore,LEC
1014,CMPT,102,BURNABY,9999,0,(null),CNV
1037,CMPT,100,BURNABY,100,44,Steven Pearce,LEC
1071,CMPT,225,BURNABY,100,62,Michael Evans,LEC
1067,ENSC,100W,BURNABY,8,8,(null),TUT
1067,ENSC,100W,BURNABY,8,8,(null),TUT
1047,CMNS,375,HRBRCNTR,13,20,(null),TUT
1097,ENSC,311,SURREY,72,0,(null),LEC
1047,ENSC,220,BURNABY,50,31,(null),TUT
1091,IAT,455,SURREY,24,22,Helmine Serban,LEC
1051,CMNS,130,BURNABY,18,17,(null),TUT
1051,IAT,101,SURREY,24,24,Cynthia Poremba,INS
1051,CMNS,387,HRBRCNTR,0,0,(null),SEM
1061,ENSC,304,BURNABY,120,105,. Sessional,LEC
1077,ENSC,450,BURNABY,56,0,(null),OPL
1081,ENSC,330,BURNABY,60,0,(null),OPL
1071,CMPT,275,SURREY,24,24,Toby Donaldson,LEC
1041,KIN,110,BURNABY,192,190,Penelope Deck,LEC
1027,ENSC,100,BURNABY,16,15,(null),TUT
1027,ENSC,100,BURNABY,16,14,(null),TUT
1094,KIN,382,BURNABY,8,8,(null),LAB
1087,KIN,898,BURNABY,30,21,(null),SEC
1117,ENSC,440W,BURNABY,54,53,Andrew Rawicz,LEC
1087,CMNS,496,BURNABY,25,3,Marcia Shimizu,PRA
1084,KIN,140,HRBRCNTR,36,37,Stephen Brown,LEC
1074,CMNS,331,BURNABY,0,0,(null),TUT
1121,CMPT,823,OFF,1,1,James Delgrande,LEC
1114,ENSC,400,BURNABY,5,2,"Lakshman One, Lesley Shannon",SEC
1054,CMNS,259,BURNABY,40,31,Barry Truax,SEC
1071,CMPT,165,BURNABY,25,25,(null),LAB
1077,CMPT,899,BURNABY,80,70,. Faculty,SEC
1101,ENSC,425,BURNABY,0,0,(null),LEC
1021,CMNS,261,BURNABY,108,110,Donald Gutstein,LEC
1047,ENSC,351,BURNABY,5,0,(null),LEC
1061,CMPT,165,SURREY,27,26,(null),LAB
1061,ITEC,898,SURREY,50,3,(null),SEC
1021,IART,221,SURREY,999,0,(null),INS
1047,ENSC,855,BURNABY,30,5,Colombo Bolognesi,LEC
1031,CMPT,150,BURNABY,20,6,(null),TUT
1044,CMNS,342,HRBRCNTR,18,18,(null),TUT
1041,ENSC,194,BURNABY,50,0,. Faculty,SEC
1067,ENSC,100W,BURNABY,8,2,(null),TUT
1067,ENSC,100W,BURNABY,8,5,(null),TUT
1031,CMPT,823,BURNABY,30,5,(null),LEC
1057,CMPT,461,BURNABY,20,12,Torsten Moller,LEC
1087,CMPT,225,BURNABY,33,32,David Mitchell,LAB
1051,CMPT,120,SURREY,50,15,Snezana Mitrovic-Minic,LEC
1084,ENSC,224,BURNABY,100,42,Meenakshinathan Parameswaran,LEC
1087,CMPT,225,BURNABY,33,33,David Mitchell,LAB
1071,TECH,114,SURREY,58,0,(null),INS
1107,MACM,101,BURNABY,24,24,Evgenia Ternovska,LAB
1027,ENSC,100,BURNABY,16,16,(null),TUT
1027,ENSC,100,BURNABY,0,0,(null),TUT
1031,KIN,140,BURNABY,16,15,(null),TUT
1021,REM,610,BURNABY,15,10,Frank Gobas,SEM
1061,ENSC,897,BURNABY,45,6,. Faculty,SEC
1097,CMPT,322W,SURREY,30,24,Harinder Khangura,LEC
1107,ENSC,215,BURNABY,22,0,(null),LAB
1107,CMPT,427,SURREY,2,2,"Frances McLafferty, Navinder Chima",SEC
1057,CMNS,882,BURNABY,15,0,. Faculty,SEC
1107,MACM,101,BURNABY,0,0,(null),TUT
1067,CMPT,741,BURNABY,20,5,Martin Ester,LEC
1134,CMPT,135,SURREY,0,0,(null),LAB
1057,CMPT,120,SURREY,25,25,(null),LAB
1094,KIN,382,BURNABY,8,7,(null),LAB
1094,CMNS,362,HRBRCNTR,0,0,(null),TUT
1091,KIN,110,HRBRCNTR,18,17,(null),TUT
1101,ENSC,226,SURREY,35,37,(null),LAB
1121,ENSC,395,OFF,10,11,(null),SEC
1061,REM,802,BURNABY,6,5,Kenneth Lertzman,SEM
1107,CMPT,412,BURNABY,40,34,Brian Funt,LEC
1067,CMNS,856,HRBRCNTR,5,0,Robert Anderson,SEM
1057,ENSC,325,BURNABY,50,24,(null),TUT
1071,ENSC,894,BURNABY,10,0,(null),LAB
1114,ENSC,295,BURNABY,30,29,(null),SEC
1107,MACM,101,BURNABY,0,0,(null),TUT
1067,KIN,498,BURNABY,10,1,(null),SEC
1107,CMPT,110,BURNABY,80,62,Mark Drew,LEC
1134,ENSC,195,OFF,20,10,(null),SEC
1047,ITEC,899,SURREY,25,3,"Kay Wiese, Marek Hatala, Robert Woodbury, Thomas Calvert",SEC
1107,MACM,101,BURNABY,24,26,Evgenia Ternovska,LAB
1097,CMPT,307,SURREY,20,18,Joseph Peters,LEC
1117,ENSC,329,SURREY,30,12,Martin Ordonez,LAB
1127,ENSC,383,BURNABY,75,68,. Faculty,RQL
1121,ENSC,495,BURNABY,12,11,Glenn Chapman,LEC
1161,MSE,498,SURREY,5,1,Gary Wang,SEC
1081,CMNS,253W,HRBRCNTR,13,14,(null),LAB
1134,CMPT,225,BURNABY,25,22,Anne Lavergne,LAB
1144,MSE,293,OFF,25,11,Harriet Chicoine,SEC
1141,CMPT,626,METRO,5,5,Harriet Chicoine,PRA
1131,ENSC,474,BURNABY,20,0,(null),OPL
1137,ENSC,891,OFF,10,0,(null),SEC
1131,CMPT,105W,SURREY,62,59,Harinder Khangura,LEC
1027,IART,214,SURREY,0,0,(null),OPL
1057,IART,406,SURREY,24,25,"Christopher Shaw, Jim Bizzocchi",WKS
1051,ITEC,339,SURREY,48,3,Yingjie Chen,INS
1031,TECH,146,SURREY,0,0,Natalia Kouzniak,OPL
1094,KIN,301,BURNABY,12,12,James Wakeling,LAB
1101,CMPT,881,BURNABY,15,0,(null),LEC
1057,CMPT,120,SURREY,25,24,(null),LAB
1061,ENSC,220,BURNABY,50,0,(null),LEC
1097,ENSC,472,BURNABY,20,0,(null),LEC
1091,REM,610,BURNABY,15,9,Frank Gobas,SEM
1067,IAT,230,SURREY,24,0,(null),STL
1137,CMPT,827,BURNABY,25,7,David Mitchell,LEC
1061,CMPT,125,SURREY,210,200,Toby Donaldson,LEC
1101,ENSC,372,BURNABY,0,0,(null),LEC
1097,ENSC,383,BURNABY,70,37,Kamal Gupta,LEC
1127,CMPT,128,BURNABY,26,24,Janice Regan,LAB
1144,MSE,497,SURREY,5,3,(null),LAB
1087,CMNS,488,SURREY,35,23,Richard Smith,SEM
1087,REM,613,BURNABY,20,7,Andrew Cooper,SEM
1164,MSE,922,SURREY,1,0,Flavio Firmani,OPL
1124,ENSC,896,BURNABY,10,0,. Faculty,SEC
1101,CMPT,881,BURNABY,10,3,Binay Bhattacharya,LEC
1127,CMPT,128,BURNABY,26,25,Janice Regan,LAB
1131,ENSC,304,BURNABY,180,184,Parvaneh Saeedi,LEC
1127,ENSC,899,BURNABY,100,63,. Faculty,SEC
1127,CMPT,166,SURREY,26,26,Toby Donaldson,LAB
1141,MACM,101,SURREY,24,0,(null),TUT
1161,ENSC,428,BURNABY,35,0,(null),LEC
1147,CMPT,354,SURREY,65,61,Juhua Hu,LEC
1154,ENSC,296,BURNABY,30,4,Harriet Chicoine,SEC
1141,ENSC,483,BURNABY,60,60,Mehran Shirazi,TUT
1154,CMPT,225,BURNABY,26,26,Geoffrey Tien,LAB
1124,ENSC,894,SURREY,8,8,Martin Ordonez,LEC
1121,CMPT,150,BURNABY,156,152,Anthony Dixon,LEC
1141,ENSC,350,BURNABY,48,52,Lakshman One,LEC
1157,CMPT,363,HRBRCNTR,80,80,Paul Hibbitts,LEC
1157,ENSC,100W,BURNABY,8,9,(null),LAB
1164,ENSC,701,OFF,10,0,Harriet Chicoine,PRA
1127,CMPT,130,SURREY,26,26,Brian Fraser,LAB
1121,ENSC,460,SURREY,10,1,Majid Bahrami,LEC
1147,CMPT,419,BURNABY,50,47,Gregory Mori,LEC
1031,TECH,145,SURREY,0,0,Elena Halmaghi,OPL
1164,MSE,425,SURREY,12,3,Woo Soo Kim,LAB
1031,IART,411,SURREY,0,0,James Budd,OPL
1161,CMPT,899,BURNABY,100,98,. Faculty,SEC
1027,IART,217,SURREY,24,28,Christopher Moore,INS
1147,CMPT,275,BURNABY,75,75,Herbert Tsang,LEC
1051,ITEC,334,SURREY,48,15,Herbert Tsang,WKS
1061,IART,407,SURREY,30,30,Daniel Jolliffe,WKS
1031,INTD,603,SURREY,25,7,John Bowes,INS
1147,CMPT,626,OFF,5,2,Harriet Chicoine,PRA
1031,TECH,145,SURREY,0,0,(null),OPL
1031,TECH,151,SURREY,0,0,(null),OPL
1037,IART,404,SURREY,24,9,Jim Bizzocchi,STL
1031,ITEC,237,SURREY,0,0,(null),OPL
1031,ITEC,237,SURREY,0,0,Paraskevas Polydorou,OPL
1117,ENSC,201,BURNABY,30,6,John Jones,LAB
1127,ENSC,895,BURNABY,30,0,(null),LEC
1084,ENSC,460,BURNABY,25,11,(null),LAB
1087,ENSC,499,BURNABY,20,4,. Faculty,SEC
1151,ENSC,350,BURNABY,90,0,(null),LEC
1151,CMPT,474,SURREY,130,126,Arthur Kirkpatrick,LEC
1137,CMPT,894,BURNABY,0,3,. Faculty,SEC
1031,IART,332,SURREY,0,0,Thecla Schiphorst,WKS
1031,IART,221,SURREY,0,0,Stephen Dipaola,INS
1031,TECH,153,SURREY,56,47,(null),INS
1157,CMPT,128,BURNABY,26,26,Janice Regan,LAB
1157,CMPT,128,BURNABY,26,26,Janice Regan,LAB
1161,ENSC,492,BURNABY,2,0,(null),SEC
1107,MACM,101,BURNABY,24,26,Evgenia Ternovska,LAB
1031,TECH,121,SURREY,0,0,Susan Clements-Vivian,OPL
1031,TECH,121,SURREY,0,0,Aleksandra Dulic,OPL
1154,CMPT,225,BURNABY,26,26,Geoffrey Tien,LAB
1031,TECH,121,SURREY,0,0,Aleksandra Dulic,OPL
1031,TECH,145,SURREY,0,0,(null),OPL
1101,CMPT,441,SURREY,12,2,Kay Wiese,LEC
1101,CMPT,365,SURREY,48,24,". Sessional, Jiawei Huang",LEC
1101,MACM,101,SURREY,26,25,Thomas Shermer,TUT
1004,CMPT,310,BURNABY,9999,0,(null),CNV
1064,CMNS,498,BURNABY,15,2,. Faculty,SEC
1034,ENSC,491,BURNABY,5,0,(null),SEC
1037,TECH,117,SURREY,24,0,(null),STL
1097,ENSC,488,BURNABY,50,48,Shahram Payandeh,LEC
1037,IART,216,SURREY,26,0,(null),STL
1091,KIN,898,BURNABY,30,18,(null),SEC
1031,ITEC,422,SURREY,24,0,Vadym Kyrylov,INS
1027,IART,315,SURREY,0,0,(null),OPL
1137,MACM,101,HRBRCNTR,60,59,Pavol Hell,LEC
1031,TECH,147,SURREY,0,0,Natalia Kouzniak,WKS
1141,MSE,892,SURREY,10,4,(null),SEC
1031,TECH,146,SURREY,0,0,Elena Halmaghi,OPL
1031,TECH,146,SURREY,0,0,Natalia Kouzniak,OPL
1014,ENSC,195,BURNABY,9999,0,(null),CNV
1041,IART,414,SURREY,24,6,Christopher Moore,WKS
1054,ITEC,224,SURREY,3,0,(null),INS
1004,ENSC,204,BURNABY,9999,0,(null),CNV
1014,IART,210,BURNABY,9999,0,(null),CNV
1051,IART,317,SURREY,48,40,Ronald Wakkary,INS
1061,ITEC,422,SURREY,48,35,Vadym Kyrylov,INS
1027,TECH,139,SURREY,0,0,(null),OPL
1057,INTD,401,SURREY,144,119,"Belgacem Ben Youssef, Christopher Shaw, Diane Gromala, Michael Dobson",INS
1031,TECH,145,SURREY,0,0,Elena Halmaghi,OPL
1031,ITEC,237,SURREY,0,0,Paraskevas Polydorou,OPL
1041,INTD,307,SURREY,24,10,"Elizabeth Fee, Janet McCracken, Teresa Chanyungco, Thomas Calvert",OLC
1031,TECH,152,SURREY,0,0,(null),OPL
1031,TECH,122,SURREY,999,0,Aleksandra Dulic,WKS
1094,KIN,140,BURNABY,51,51,Peter Ruben,LEC
1164,MSE,499,SURREY,5,1,Gary Wang,SEC
1004,TECH,111,BURNABY,9999,0,(null),CNV
1004,CMPT,413,BURNABY,9999,0,(null),CNV
1091,REM,471,BURNABY,20,21,Kenneth Lertzman,LEC
1014,CMNS,331,BURNABY,9999,0,(null),CNV
1014,CMNS,435,BURNABY,9999,0,(null),CNV
1004,ENSC,481,BURNABY,9999,0,(null),CNV
1101,MACM,101,SURREY,24,23,Thomas Shermer,TUT
1151,CMPT,710,BURNABY,25,0,(null),LEC
1041,ENSC,833,BURNABY,40,0,(null),SEM
1031,IART,223,SURREY,0,0,Jim Bizzocchi,WKS
1031,TECH,146,SURREY,0,0,Natalia Kouzniak,OPL
1151,MACM,101,SURREY,24,23,Kay Wiese,TUT
1157,ENSC,100W,BURNABY,8,8,(null),LAB
1164,CMPT,898,OFF,5,0,. Faculty,SEC
1157,ENSC,100W,BURNABY,8,7,(null),LAB
1157,MSE,394,OFF,10,2,"Harriet Chicoine, Stephanie DeRapp",SEC
1037,IART,313,SURREY,26,0,Kenneth Newby,STL
1161,ENSC,395,BURNABY,20,23,Harriet Chicoine,SEC
1004,CMPT,471,BURNABY,9999,0,(null),CNV
1031,ITEC,237,SURREY,0,0,Paraskevas Polydorou,OPL
1057,IART,401,SURREY,80,80,Niranjan Rajah,INS
1031,TECH,146,SURREY,28,28,Elena Halmaghi,STL
1031,TECH,146,SURREY,0,0,Elena Halmaghi,WKS
1157,ENSC,100W,BURNABY,8,7,(null),LAB
1157,ENSC,100W,BURNABY,8,9,(null),LAB
1004,ENSC,100,BURNABY,9999,0,(null),CNV
1004,TECH,122,BURNABY,9999,0,(null),CNV
1014,ENSC,450,BURNABY,9999,0,(null),CNV
1101,MACM,101,SURREY,98,94,Thomas Shermer,LEC
1091,REM,471,BURNABY,20,21,Kenneth Lertzman,TUT
1057,IART,411,SURREY,96,76,Diane Gromala,INS
1027,ITEC,275,SURREY,0,0,(null),OPL
1061,CMNS,230,BURNABY,0,0,(null),TUT
1157,ENSC,220,BURNABY,50,54,Meenakshinathan Parameswaran,LAB
